Timestamp,Temperature,Humidity
2025-07-01 22:00:00,32.9,48.3
2025-07-01 22:15:00,28.4,58.7
2025-07-01 22:30:00,35.0,68.8
2025-07-01 22:45:00,31.2,76.7
2025-07-01 23:00:00,31.6,55.7
2025-07-01 23:15:00,25.7,63.3
2025-07-01 23:30:00,29.3,50.3
2025-07-01 23:45:00,26.9,54.9
2025-07-02 00:00:00,34.1,58.9
2025-07-02 00:15:00,27.7,75.7
2025-07-02 00:30:00,30.7,68.8
2025-07-02 00:45:00,29.7,45.4
2025-07-02 01:00:00,29.2,48.9
2025-07-02 01:15:00,26.9,52.3
2025-07-02 01:30:00,27.3,43.4
2025-07-02 01:45:00,31.4,54.6
2025-07-02 02:00:00,31.7,69.1
2025-07-02 02:15:00,29.7,62.4
2025-07-02 02:30:00,28.6,40.9
2025-07-02 02:45:00,24.5,66.0
2025-07-02 03:00:00,27.9,40.4
2025-07-02 03:15:00,32.8,65.1
2025-07-02 03:30:00,30.3,58.4
2025-07-02 03:45:00,31.4,40.2
2025-07-02 04:00:00,33.7,47.3
2025-07-02 04:15:00,32.8,46.7
2025-07-02 04:30:00,28.6,44.3
2025-07-02 04:45:00,30.4,49.3
2025-07-02 05:00:00,30.8,62.2
2025-07-02 05:15:00,26.9,66.6
2025-07-02 05:30:00,32.9,75.9
2025-07-02 05:45:00,28.1,54.8
2025-07-02 06:00:00,27.7,40.9
2025-07-02 06:15:00,26.7,60.1
2025-07-02 06:30:00,29.9,72.0
2025-07-02 06:45:00,26.2,56.4
2025-07-02 07:00:00,27.4,56.3
2025-07-02 07:15:00,25.0,74.3
2025-07-02 07:30:00,31.4,57.0
2025-07-02 07:45:00,25.1,44.9
2025-07-02 08:00:00,26.0,72.0
2025-07-02 08:15:00,29.6,47.0
2025-07-02 08:30:00,35.4,77.1
2025-07-02 08:45:00,33.8,77.5
2025-07-02 09:00:00,28.3,51.6
2025-07-02 09:15:00,31.0,61.1
2025-07-02 09:30:00,24.6,59.0
2025-07-02 09:45:00,26.9,61.4
2025-07-02 10:00:00,29.9,61.6
2025-07-02 10:15:00,26.6,63.1
2025-07-02 10:30:00,25.3,60.0
2025-07-02 10:45:00,24.5,60.5
2025-07-02 11:00:00,27.8,71.7
2025-07-02 11:15:00,24.7,58.3
2025-07-02 11:30:00,26.0,75.6
2025-07-02 11:45:00,24.9,65.9
2025-07-02 12:00:00,29.9,64.6
2025-07-02 12:15:00,24.3,70.8
2025-07-02 12:30:00,29.0,52.0
2025-07-02 12:45:00,27.5,72.9
2025-07-02 13:00:00,32.8,60.8
2025-07-02 13:15:00,30.0,62.6
2025-07-02 13:30:00,30.0,44.1
2025-07-02 13:45:00,29.2,70.1
2025-07-02 14:00:00,28.9,56.9
2025-07-02 14:15:00,25.1,76.4
2025-07-02 14:30:00,34.0,43.3
2025-07-02 14:45:00,32.4,79.5
2025-07-02 15:00:00,24.9,53.7
2025-07-02 15:15:00,34.9,73.3
2025-07-02 15:30:00,33.8,50.1
2025-07-02 15:45:00,25.6,52.4
2025-07-02 16:00:00,32.5,50.1
2025-07-02 16:15:00,28.1,58.6
2025-07-02 16:30:00,34.0,41.1
2025-07-02 16:45:00,34.7,42.1
2025-07-02 17:00:00,24.5,48.5
2025-07-02 17:15:00,35.1,65.2
2025-07-02 17:30:00,34.5,49.7
2025-07-02 17:45:00,27.0,70.4
2025-07-02 18:00:00,24.1,53.9
2025-07-02 18:15:00,24.1,55.8
2025-07-02 18:30:00,26.0,60.1
2025-07-02 18:45:00,35.5,44.0
2025-07-02 19:00:00,24.2,41.5
2025-07-02 19:15:00,34.7,47.4
2025-07-02 19:30:00,27.0,69.6
2025-07-02 19:45:00,35.7,62.4
2025-07-02 20:00:00,25.2,74.0
2025-07-02 20:15:00,32.9,48.6
2025-07-02 20:30:00,35.5,60.2
2025-07-02 20:45:00,33.0,62.5
2025-07-02 21:00:00,25.3,77.7
2025-07-02 21:15:00,31.6,45.1
2025-07-02 21:30:00,26.9,61.2
2025-07-02 21:45:00,30.6,71.4
2025-07-02 22:00:00,28.8,72.6
2025-07-02 22:15:00,29.3,60.9
2025-07-02 22:30:00,34.2,62.6
2025-07-02 22:45:00,31.1,42.6
2025-07-02 23:00:00,26.8,42.9
2025-07-02 23:15:00,31.7,75.9
2025-07-02 23:30:00,34.0,46.9
2025-07-02 23:45:00,35.2,57.2
2025-07-03 00:00:00,30.4,63.9
2025-07-03 00:15:00,35.5,42.5
2025-07-03 00:30:00,32.0,50.2
2025-07-03 00:45:00,34.2,65.0
2025-07-03 01:00:00,32.0,53.2
2025-07-03 01:15:00,32.9,73.5
2025-07-03 01:30:00,29.0,42.8
2025-07-03 01:45:00,28.8,48.8
2025-07-03 02:00:00,35.8,68.0
2025-07-03 02:15:00,27.6,47.2
2025-07-03 02:30:00,28.9,79.4
2025-07-03 02:45:00,32.3,67.5
2025-07-03 03:00:00,31.4,62.5
2025-07-03 03:15:00,34.4,71.3
2025-07-03 03:30:00,31.1,68.4
2025-07-03 03:45:00,30.5,75.1
2025-07-03 04:00:00,31.3,71.3
2025-07-03 04:15:00,34.9,70.3
2025-07-03 04:30:00,34.5,42.8
2025-07-03 04:45:00,24.9,53.0
2025-07-03 05:00:00,31.0,65.6
2025-07-03 05:15:00,33.5,55.4
2025-07-03 05:30:00,29.9,55.2
2025-07-03 05:45:00,33.8,43.8
2025-07-03 06:00:00,32.3,46.8
2025-07-03 06:15:00,25.5,70.5
2025-07-03 06:30:00,32.4,40.7
2025-07-03 06:45:00,26.9,57.5
2025-07-03 07:00:00,24.2,47.5
2025-07-03 07:15:00,32.6,72.6
2025-07-03 07:30:00,30.0,48.7
2025-07-03 07:45:00,31.6,43.1
2025-07-03 08:00:00,29.4,41.4
2025-07-03 08:15:00,34.7,65.2
2025-07-03 08:30:00,25.1,42.6
2025-07-03 08:45:00,29.1,70.5
2025-07-03 09:00:00,34.8,67.9
2025-07-03 09:15:00,29.6,57.8
2025-07-03 09:30:00,30.5,68.8
2025-07-03 09:45:00,29.3,64.4
2025-07-03 10:00:00,27.2,70.5
2025-07-03 10:15:00,34.4,62.2
2025-07-03 10:30:00,32.7,51.7
2025-07-03 10:45:00,27.0,72.7
2025-07-03 11:00:00,32.2,78.6
2025-07-03 11:15:00,34.8,69.9
2025-07-03 11:30:00,29.9,69.3
2025-07-03 11:45:00,26.0,48.5
2025-07-03 12:00:00,31.8,47.3
2025-07-03 12:15:00,28.0,75.7
2025-07-03 12:30:00,24.3,43.6
2025-07-03 12:45:00,34.4,66.1
2025-07-03 13:00:00,28.4,64.0
2025-07-03 13:15:00,29.6,40.7
2025-07-03 13:30:00,24.4,55.9
2025-07-03 13:45:00,28.6,79.1
2025-07-03 14:00:00,30.7,48.7
2025-07-03 14:15:00,29.7,43.3
2025-07-03 14:30:00,27.9,54.0
2025-07-03 14:45:00,31.6,46.4
2025-07-03 15:00:00,25.2,49.6
2025-07-03 15:15:00,33.4,48.6
2025-07-03 15:30:00,25.3,57.8
2025-07-03 15:45:00,30.4,43.7
2025-07-03 16:00:00,33.8,55.8
2025-07-03 16:15:00,24.4,42.5
2025-07-03 16:30:00,31.0,71.4
2025-07-03 16:45:00,26.8,58.2
2025-07-03 17:00:00,27.0,40.6
2025-07-03 17:15:00,25.0,60.7
2025-07-03 17:30:00,25.6,60.8
2025-07-03 17:45:00,26.2,48.1
2025-07-03 18:00:00,32.3,75.1
2025-07-03 18:15:00,34.8,72.4
2025-07-03 18:30:00,28.1,54.7
2025-07-03 18:45:00,26.8,63.0
2025-07-03 19:00:00,25.8,51.1
2025-07-03 19:15:00,26.5,50.4
2025-07-03 19:30:00,26.5,40.0
2025-07-03 19:45:00,24.7,53.5
2025-07-03 20:00:00,34.2,56.9
2025-07-03 20:15:00,24.9,73.5
2025-07-03 20:30:00,25.8,49.5
2025-07-03 20:45:00,36.0,53.4
2025-07-03 21:00:00,30.9,42.9
2025-07-03 21:15:00,28.4,73.6
2025-07-03 21:30:00,33.9,52.2
2025-07-03 21:45:00,32.4,43.0
2025-07-03 22:00:00,34.5,62.5
2025-07-03 22:15:00,35.8,51.0
2025-07-03 22:30:00,31.5,48.0
2025-07-03 22:45:00,35.3,45.0
2025-07-03 23:00:00,33.4,48.2
2025-07-03 23:15:00,28.1,62.4
2025-07-03 23:30:00,32.6,71.4
2025-07-03 23:45:00,26.9,75.5
2025-07-04 00:00:00,34.2,47.3
2025-07-04 00:15:00,33.7,78.7
2025-07-04 00:30:00,35.7,47.4
2025-07-04 00:45:00,33.2,65.8
2025-07-04 01:00:00,29.5,67.2
2025-07-04 01:15:00,34.3,66.2
2025-07-04 01:30:00,27.6,58.0
2025-07-04 01:45:00,30.9,78.1
2025-07-04 02:00:00,29.0,66.3
2025-07-04 02:15:00,33.1,62.0
2025-07-04 02:30:00,27.7,76.3
2025-07-04 02:45:00,34.4,71.0
2025-07-04 03:00:00,25.8,68.0
2025-07-04 03:15:00,29.1,78.5
2025-07-04 03:30:00,28.5,69.1
2025-07-04 03:45:00,25.9,54.0
2025-07-04 04:00:00,30.8,55.3
2025-07-04 04:15:00,33.6,54.2
2025-07-04 04:30:00,27.7,76.6
2025-07-04 04:45:00,24.2,54.4
2025-07-04 05:00:00,35.7,57.1
2025-07-04 05:15:00,29.8,64.8
2025-07-04 05:30:00,30.3,46.9
2025-07-04 05:45:00,31.2,56.1
2025-07-04 06:00:00,30.0,74.6
2025-07-04 06:15:00,33.3,73.6
2025-07-04 06:30:00,30.5,45.9
2025-07-04 06:45:00,34.4,45.9
2025-07-04 07:00:00,34.6,66.4
2025-07-04 07:15:00,35.9,72.5
2025-07-04 07:30:00,32.9,49.6
2025-07-04 07:45:00,32.6,76.4
2025-07-04 08:00:00,34.0,43.9
2025-07-04 08:15:00,25.2,45.9
2025-07-04 08:30:00,28.6,72.5
2025-07-04 08:45:00,25.1,79.1
2025-07-04 09:00:00,32.6,42.0
2025-07-04 09:15:00,29.2,54.3
2025-07-04 09:30:00,28.4,63.5
2025-07-04 09:45:00,29.7,56.3
2025-07-04 10:00:00,30.9,47.5
2025-07-04 10:15:00,28.5,43.9
2025-07-04 10:30:00,24.0,46.3
2025-07-04 10:45:00,31.4,66.1
2025-07-04 11:00:00,27.8,40.9
2025-07-04 11:15:00,28.2,59.2
2025-07-04 11:30:00,24.8,61.1
2025-07-04 11:45:00,31.7,66.1
2025-07-04 12:00:00,26.5,65.3
2025-07-04 12:15:00,31.7,78.2
2025-07-04 12:30:00,27.5,64.3
2025-07-04 12:45:00,31.1,58.8
2025-07-04 13:00:00,25.7,71.0
2025-07-04 13:15:00,27.6,44.8
2025-07-04 13:30:00,29.6,42.0
2025-07-04 13:45:00,24.5,43.5
2025-07-04 14:00:00,29.8,54.7
2025-07-04 14:15:00,28.8,51.7
2025-07-04 14:30:00,31.9,52.6
2025-07-04 14:45:00,31.6,75.3
2025-07-04 15:00:00,28.8,65.7
2025-07-04 15:15:00,32.2,48.8
2025-07-04 15:30:00,25.8,67.1
2025-07-04 15:45:00,30.2,57.0
2025-07-04 16:00:00,33.1,55.4
2025-07-04 16:15:00,25.4,75.2
2025-07-04 16:30:00,35.2,59.7
2025-07-04 16:45:00,26.2,47.6
2025-07-04 17:00:00,28.7,62.6
2025-07-04 17:15:00,29.2,66.4
2025-07-04 17:30:00,32.2,42.4
2025-07-04 17:45:00,34.1,59.5
2025-07-04 18:00:00,24.8,64.8
2025-07-04 18:15:00,24.4,54.5
2025-07-04 18:30:00,33.3,40.8
2025-07-04 18:45:00,33.0,68.0
2025-07-04 19:00:00,29.7,73.1
2025-07-04 19:15:00,28.8,54.7
2025-07-04 19:30:00,26.5,41.6
2025-07-04 19:45:00,26.5,59.8
2025-07-04 20:00:00,34.3,60.9
2025-07-04 20:15:00,33.6,47.7
2025-07-04 20:30:00,25.8,56.4
2025-07-04 20:45:00,27.5,47.7
2025-07-04 21:00:00,32.7,65.0
2025-07-04 21:15:00,25.1,55.8
2025-07-04 21:30:00,30.1,49.3
2025-07-04 21:45:00,25.4,57.0
2025-07-04 22:00:00,24.6,50.0
2025-07-04 22:15:00,30.7,45.9
2025-07-04 22:30:00,29.2,42.2
2025-07-04 22:45:00,29.1,60.3
2025-07-04 23:00:00,26.7,64.2
2025-07-04 23:15:00,25.8,71.2
2025-07-04 23:30:00,33.8,73.7
2025-07-04 23:45:00,35.0,55.8
2025-07-05 00:00:00,25.1,67.8
2025-07-05 00:15:00,35.2,58.6
2025-07-05 00:30:00,30.8,42.0
2025-07-05 00:45:00,26.2,53.5
2025-07-05 01:00:00,31.6,55.1
2025-07-05 01:15:00,31.4,78.9
2025-07-05 01:30:00,33.2,43.8
2025-07-05 01:45:00,26.3,43.3
2025-07-05 02:00:00,30.1,65.3
2025-07-05 02:15:00,33.4,67.1
2025-07-05 02:30:00,33.4,71.5
2025-07-05 02:45:00,34.5,78.4
2025-07-05 03:00:00,35.0,50.8
2025-07-05 03:15:00,33.2,56.8
2025-07-05 03:30:00,31.1,46.1
2025-07-05 03:45:00,32.3,40.5
2025-07-05 04:00:00,24.2,74.8
2025-07-05 04:15:00,35.3,41.0
2025-07-05 04:30:00,31.7,42.6
2025-07-05 04:45:00,35.1,53.2
2025-07-05 05:00:00,27.2,45.5
2025-07-05 05:15:00,35.9,48.3
2025-07-05 05:30:00,28.2,68.2
2025-07-05 05:45:00,31.1,50.3
2025-07-05 06:00:00,29.4,63.1
2025-07-05 06:15:00,31.6,73.4
2025-07-05 06:30:00,32.6,77.0
2025-07-05 06:45:00,26.4,78.3
2025-07-05 07:00:00,29.6,50.0
2025-07-05 07:15:00,25.1,44.3
2025-07-05 07:30:00,25.1,49.7
2025-07-05 07:45:00,24.3,43.1
2025-07-05 08:00:00,28.6,62.0
2025-07-05 08:15:00,35.9,43.6
2025-07-05 08:30:00,24.8,64.7
2025-07-05 08:45:00,30.8,56.6
2025-07-05 09:00:00,25.3,45.0
2025-07-05 09:15:00,34.9,56.8
2025-07-05 09:30:00,27.5,55.7
2025-07-05 09:45:00,30.5,54.3
2025-07-05 10:00:00,30.7,66.4
2025-07-05 10:15:00,34.0,71.0
2025-07-05 10:30:00,24.7,57.4
2025-07-05 10:45:00,33.3,75.8
2025-07-05 11:00:00,28.7,73.2
2025-07-05 11:15:00,30.2,74.4
2025-07-05 11:30:00,31.4,78.4
2025-07-05 11:45:00,29.1,41.7
2025-07-05 12:00:00,24.3,44.1
2025-07-05 12:15:00,35.7,61.1
2025-07-05 12:30:00,35.5,71.0
2025-07-05 12:45:00,28.1,61.6
2025-07-05 13:00:00,27.4,71.2
2025-07-05 13:15:00,31.8,59.8
2025-07-05 13:30:00,25.2,66.7
2025-07-05 13:45:00,29.3,71.3
2025-07-05 14:00:00,28.6,70.4
2025-07-05 14:15:00,34.4,62.4
2025-07-05 14:30:00,33.0,53.7
2025-07-05 14:45:00,35.2,65.7
2025-07-05 15:00:00,34.4,77.7
2025-07-05 15:15:00,33.2,47.3
2025-07-05 15:30:00,26.0,67.5
2025-07-05 15:45:00,25.9,50.2
2025-07-05 16:00:00,27.1,48.1
2025-07-05 16:15:00,34.0,52.4
2025-07-05 16:30:00,24.9,40.7
2025-07-05 16:45:00,32.5,68.8
2025-07-05 17:00:00,26.0,49.4
2025-07-05 17:15:00,25.6,68.9
2025-07-05 17:30:00,33.9,66.5
2025-07-05 17:45:00,29.8,65.5
2025-07-05 18:00:00,26.0,60.0
2025-07-05 18:15:00,29.1,70.3
2025-07-05 18:30:00,30.8,49.0
2025-07-05 18:45:00,27.9,41.1
2025-07-05 19:00:00,33.5,69.2
2025-07-05 19:15:00,29.3,44.6
2025-07-05 19:30:00,25.0,74.8
2025-07-05 19:45:00,34.6,65.5
2025-07-05 20:00:00,32.5,76.5
2025-07-05 20:15:00,30.1,60.1
2025-07-05 20:30:00,33.6,77.6
2025-07-05 20:45:00,35.7,51.2
2025-07-05 21:00:00,24.9,68.9
2025-07-05 21:15:00,34.1,57.7
2025-07-05 21:30:00,29.0,60.8
2025-07-05 21:45:00,32.5,61.9
2025-07-05 22:00:00,33.2,63.1
2025-07-05 22:15:00,29.1,52.3
2025-07-05 22:30:00,29.8,46.6
2025-07-05 22:45:00,31.7,72.6
2025-07-05 23:00:00,36.0,52.7
2025-07-05 23:15:00,26.1,41.1
2025-07-05 23:30:00,30.9,44.1
2025-07-05 23:45:00,24.0,41.7
2025-07-06 00:00:00,28.4,46.3
2025-07-06 00:15:00,24.1,78.8
2025-07-06 00:30:00,25.9,72.0
2025-07-06 00:45:00,29.0,64.7
2025-07-06 01:00:00,32.6,52.5
2025-07-06 01:15:00,32.8,52.4
2025-07-06 01:30:00,27.4,57.1
2025-07-06 01:45:00,29.2,74.2
2025-07-06 02:00:00,27.2,66.3
2025-07-06 02:15:00,33.3,43.6
2025-07-06 02:30:00,29.3,77.7
2025-07-06 02:45:00,27.9,69.0
2025-07-06 03:00:00,28.3,67.3
2025-07-06 03:15:00,32.4,74.2
2025-07-06 03:30:00,25.6,72.7
2025-07-06 03:45:00,35.9,79.2
2025-07-06 04:00:00,29.0,59.3
2025-07-06 04:15:00,26.6,63.8
2025-07-06 04:30:00,27.7,59.2
2025-07-06 04:45:00,36.0,56.1
2025-07-06 05:00:00,25.2,54.7
2025-07-06 05:15:00,24.6,59.7
2025-07-06 05:30:00,33.0,63.0
2025-07-06 05:45:00,30.9,61.4
2025-07-06 06:00:00,30.5,48.0
2025-07-06 06:15:00,34.9,44.7
2025-07-06 06:30:00,34.8,64.0
2025-07-06 06:45:00,32.5,40.3
2025-07-06 07:00:00,32.3,64.8
2025-07-06 07:15:00,27.6,70.1
2025-07-06 07:30:00,32.4,58.8
2025-07-06 07:45:00,27.7,65.2
2025-07-06 08:00:00,33.3,64.6
2025-07-06 08:15:00,34.7,62.8
2025-07-06 08:30:00,27.0,54.2
2025-07-06 08:45:00,26.4,55.9
2025-07-06 09:00:00,28.0,72.7
2025-07-06 09:15:00,25.2,47.9
2025-07-06 09:30:00,30.5,72.3
2025-07-06 09:45:00,25.8,79.5
2025-07-06 10:00:00,29.5,41.6
2025-07-06 10:15:00,24.8,46.5
2025-07-06 10:30:00,30.7,55.0
2025-07-06 10:45:00,33.4,77.8
2025-07-06 11:00:00,24.3,50.8
2025-07-06 11:15:00,29.0,54.5
2025-07-06 11:30:00,30.5,42.0
2025-07-06 11:45:00,24.9,47.4
2025-07-06 12:00:00,32.8,73.1
2025-07-06 12:15:00,25.2,43.0
2025-07-06 12:30:00,35.6,50.6
2025-07-06 12:45:00,28.2,44.4
2025-07-06 13:00:00,24.6,79.7
2025-07-06 13:15:00,34.7,56.8
2025-07-06 13:30:00,29.4,64.6
2025-07-06 13:45:00,35.1,68.4
2025-07-06 14:00:00,24.3,61.5
2025-07-06 14:15:00,25.6,54.3
2025-07-06 14:30:00,29.7,79.2
2025-07-06 14:45:00,29.5,71.2
2025-07-06 15:00:00,24.3,71.0
2025-07-06 15:15:00,33.9,46.4
2025-07-06 15:30:00,30.4,56.1
2025-07-06 15:45:00,34.6,69.9
2025-07-06 16:00:00,31.2,47.1
2025-07-06 16:15:00,28.5,52.3
2025-07-06 16:30:00,29.2,58.6
2025-07-06 16:45:00,32.3,70.7
2025-07-06 17:00:00,26.3,79.7
2025-07-06 17:15:00,33.7,61.8
2025-07-06 17:30:00,30.9,50.5
2025-07-06 17:45:00,30.4,70.8
2025-07-06 18:00:00,31.4,41.6
2025-07-06 18:15:00,30.6,70.3
2025-07-06 18:30:00,33.7,63.4
2025-07-06 18:45:00,34.1,57.3
2025-07-06 19:00:00,34.2,42.9
2025-07-06 19:15:00,30.6,70.1
2025-07-06 19:30:00,34.5,69.9
2025-07-06 19:45:00,35.0,68.3
2025-07-06 20:00:00,28.1,67.8
2025-07-06 20:15:00,32.2,68.2
2025-07-06 20:30:00,31.0,78.0
2025-07-06 20:45:00,31.5,45.3
2025-07-06 21:00:00,24.9,47.4
2025-07-06 21:15:00,31.8,79.7
2025-07-06 21:30:00,32.7,47.5
2025-07-06 21:45:00,30.9,60.6
2025-07-06 22:00:00,26.9,46.0
2025-07-06 22:15:00,35.2,61.9
2025-07-06 22:30:00,35.7,60.9
2025-07-06 22:45:00,32.2,64.9
2025-07-06 23:00:00,26.5,55.9
2025-07-06 23:15:00,34.1,73.9
2025-07-06 23:30:00,26.5,60.2
2025-07-06 23:45:00,29.2,63.3
2025-07-07 00:00:00,30.3,42.9
2025-07-07 00:15:00,35.2,72.1
2025-07-07 00:30:00,33.7,71.4
2025-07-07 00:45:00,25.1,66.8
2025-07-07 01:00:00,24.3,69.4
2025-07-07 01:15:00,24.6,46.0
2025-07-07 01:30:00,31.7,65.0
2025-07-07 01:45:00,27.1,53.5
2025-07-07 02:00:00,25.7,73.8
2025-07-07 02:15:00,33.2,59.2
2025-07-07 02:30:00,30.7,43.3
2025-07-07 02:45:00,32.6,43.5
2025-07-07 03:00:00,25.0,51.0
2025-07-07 03:15:00,27.7,69.4
2025-07-07 03:30:00,32.2,46.3
2025-07-07 03:45:00,25.9,60.5
2025-07-07 04:00:00,34.8,77.7
2025-07-07 04:15:00,34.2,49.8
2025-07-07 04:30:00,29.1,62.6
2025-07-07 04:45:00,31.5,77.8
2025-07-07 05:00:00,25.4,52.5
2025-07-07 05:15:00,32.7,78.7
2025-07-07 05:30:00,34.7,79.6
2025-07-07 05:45:00,35.2,78.5
2025-07-07 06:00:00,24.1,78.6
2025-07-07 06:15:00,33.9,78.9
2025-07-07 06:30:00,31.8,65.6
2025-07-07 06:45:00,26.0,56.9
2025-07-07 07:00:00,30.6,47.0
2025-07-07 07:15:00,33.1,55.0
2025-07-07 07:30:00,33.5,43.9
2025-07-07 07:45:00,26.2,59.3
2025-07-07 08:00:00,31.1,45.9
2025-07-07 08:15:00,25.3,74.4
2025-07-07 08:30:00,27.3,57.6
2025-07-07 08:45:00,27.2,73.8
2025-07-07 09:00:00,28.3,74.4
2025-07-07 09:15:00,26.0,72.7
2025-07-07 09:30:00,31.3,60.6
2025-07-07 09:45:00,25.6,48.7
2025-07-07 10:00:00,33.1,43.9
2025-07-07 10:15:00,33.1,78.5
2025-07-07 10:30:00,31.4,74.8
2025-07-07 10:45:00,26.0,71.3
2025-07-07 11:00:00,35.3,63.3
2025-07-07 11:15:00,35.8,56.8
2025-07-07 11:30:00,35.1,60.4
2025-07-07 11:45:00,27.5,74.1
2025-07-07 12:00:00,34.7,63.4
2025-07-07 12:15:00,29.0,65.9
2025-07-07 12:30:00,36.0,44.4
2025-07-07 12:45:00,26.7,41.6
2025-07-07 13:00:00,33.7,64.2
2025-07-07 13:15:00,31.2,63.8
2025-07-07 13:30:00,33.1,69.5
2025-07-07 13:45:00,27.0,49.5
2025-07-07 14:00:00,29.7,74.9
2025-07-07 14:15:00,32.6,61.3
2025-07-07 14:30:00,32.6,62.0
2025-07-07 14:45:00,25.1,47.2
2025-07-07 15:00:00,25.6,55.3
2025-07-07 15:15:00,28.2,56.8
2025-07-07 15:30:00,30.6,70.6
2025-07-07 15:45:00,26.1,60.7
2025-07-07 16:00:00,28.2,41.7
2025-07-07 16:15:00,26.5,53.8
2025-07-07 16:30:00,29.9,66.2
2025-07-07 16:45:00,26.9,51.3
2025-07-07 17:00:00,30.4,69.3
2025-07-07 17:15:00,30.9,67.1
2025-07-07 17:30:00,31.7,50.4
2025-07-07 17:45:00,26.5,79.1
2025-07-07 18:00:00,29.9,49.7
2025-07-07 18:15:00,28.0,55.1
2025-07-07 18:30:00,30.5,68.4
2025-07-07 18:45:00,34.1,72.3
2025-07-07 19:00:00,24.4,77.3
2025-07-07 19:15:00,35.5,70.7
2025-07-07 19:30:00,31.0,57.6
2025-07-07 19:45:00,24.4,51.4
2025-07-07 20:00:00,31.1,59.5
2025-07-07 20:15:00,25.1,76.3
2025-07-07 20:30:00,25.5,56.8
2025-07-07 20:45:00,25.7,63.3
2025-07-07 21:00:00,27.9,46.4
2025-07-07 21:15:00,32.6,73.4
2025-07-07 21:30:00,27.1,47.5
2025-07-07 21:45:00,24.1,71.4
2025-07-07 22:00:00,25.2,74.7
2025-07-07 22:15:00,24.9,55.4
2025-07-07 22:30:00,32.0,61.3
2025-07-07 22:45:00,26.3,42.3
2025-07-07 23:00:00,30.5,59.5
2025-07-07 23:15:00,30.1,59.9
2025-07-07 23:30:00,34.8,53.7
2025-07-07 23:45:00,33.4,64.7
2025-07-08 00:00:00,32.4,74.4
2025-07-08 00:15:00,31.0,51.1
2025-07-08 00:30:00,34.2,73.8
2025-07-08 00:45:00,35.3,68.0
2025-07-08 01:00:00,30.6,56.0
2025-07-08 01:15:00,25.1,66.7
2025-07-08 01:30:00,30.4,54.6
2025-07-08 01:45:00,33.5,71.6
2025-07-08 02:00:00,26.3,69.9
2025-07-08 02:15:00,32.5,79.3
2025-07-08 02:30:00,30.1,69.8
2025-07-08 02:45:00,27.0,70.1
2025-07-08 03:00:00,24.2,46.1
2025-07-08 03:15:00,30.3,45.8
2025-07-08 03:30:00,30.2,78.1
2025-07-08 03:45:00,24.7,64.1
2025-07-08 04:00:00,30.4,51.2
